Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0031404~chloride ion binding	9	0.36734693877551017	1.490351055978553E-4	P51793, P51795, P51801, P51800, Q4U2R8, P51797, P51788, P53634, P35523	2205	14	16387	4.777551020408164	0.2105251433049824	0.006060760960979449	0.0058352975961006425
GOTERM_MF_DIRECT	GO:0004143~diacylglycerol kinase activity	8	0.326530612244898	1.5840515179864296E-4	Q5KSL6, P49619, P52429, P23743, P52824, Q86XP1, Q9Y6T7, Q16760	2205	11	16387	5.404906204906205	0.22217247605050072	0.006280764268816194	0.006047116669913194
GOTERM_MF_DIRECT	GO:0005088~Ras guanyl-nucleotide exchange factor activity	30	1.2244897959183674	2.6308782573843353E-4	P52333, O15020, P07949, Q8WZA2, P21802, Q8TDF6, P13591, Q07889, P06241, O15399, Q8IV61, O95267, Q13224, Q14957, O15211, P04626, P35609, Q05586, O00451, Q12879, Q0VAM2, Q01082, Q9H254, P11277, P11362, O60674, P22607, Q92565, P23458, P00533	2205	111	16387	2.0085800085800085	0.34118478696504384	0.010177007112711111	0.009798417314697268
GOTERM_MF_DIRECT	GO:0070679~inositol 1,4,5 trisphosphate binding	7	0.2857142857142857	3.429712731255908E-4	Q9Y210, Q9UBN4, Q9UL62, Q13507, P48995, Q14573, Q15111	2205	9	16387	5.780246913580247	0.4196046330645795	0.012706446967575575	0.012233760731076862
GOTERM_MF_DIRECT	GO:0036459~thiol-dependent ubiquitinyl hydrolase activity	20	0.8163265306122449	3.445001384651638E-4	P54578, Q9NVE5, Q9UPU5, Q86UV5, P51784, Q53GS9, Q70CQ4, Q9UPT9, Q70CQ1, P62068, Q70EL3, Q70EL4, Q9P2H5, Q92995, Q86T82, Q9BXU7, Q8NFA0, Q93008, Q9NQC7, Q9H0E7	2205	62	16387	2.397337429595494	0.4210107422789475	0.012706446967575575	0.012233760731076862
GOTERM_MF_DIRECT	GO:0005215~transporter activity	45	1.8367346938775513	4.638400500751082E-4	Q92959, Q8IZY2, O95477, Q96MC6, Q9BYT1, Q9UNF0, Q86UK0, Q5SR56, Q9H2Y9, Q9BZC7, Q99567, Q9UG63, Q5T2W1, Q9UJS0, Q13183, Q96DW6, Q9BZW2, Q8N139, Q13488, Q9NVA4, Q15049, Q9UKG4, Q8IY34, O75751, Q96BI1, P51811, Q9Y519, O75694, Q6PIS1, Q15904, Q6ZMB5, O43808, Q8WWZ7, Q96BD0, P52948, P36021, P40879, Q8IUA7, Q8WWT9, O94956, P78363, Q9BXP2, Q8N697, Q9Y5Y0, Q99758	2205	198	16387	1.6890331890331889	0.5208880458951832	0.016719325441343674	0.01609735810147023
GOTERM_MF_DIRECT	GO:0017137~Rab GTPase binding	33	1.346938775510204	4.8320099827358287E-4	Q9H2M9, Q8IYU2, Q5R372, Q9Y2K9, Q9P2R3, Q9Y4I1, O60347, Q96Q42, Q0IIM8, Q4VX76, Q15042, Q92597, Q9Y2T2, O95759, Q6ZT07, Q96C24, Q96HU1, Q92609, Q96NW4, Q15904, Q8N1B4, Q9Y3P9, Q6P3S1, Q9P2M4, Q9UHC9, Q96LT7, Q4ADV7, Q66K14, O14795, Q9ULV0, Q8TDZ2, Q15334, P46459	2205	131	16387	1.8721192293711377	0.5353830587317854	0.01703015073915339	0.016396620541416912
GOTERM_MF_DIRECT	GO:0005229~intracellular calcium activated chloride channel activity	9	0.36734693877551017	4.970704774549925E-4	Q32M45, Q6IWH7, Q9GZQ4, Q5XXA6, Q9NW15, Q9UQC9, A1A5B4, Q4KMQ2, Q75V66	2205	16	16387	4.180357142857143	0.5454965505709617	0.017138125592252567	0.016500578675516818
GOTERM_MF_DIRECT	GO:0003678~DNA helicase activity	11	0.4489795918367347	6.150265012007686E-4	Q9Y265, Q7Z333, Q03468, Q9Y620, Q8NFZ0, P33992, P33993, P25205, Q9Y230, P33991, P49736	2205	24	16387	3.406216931216931	0.6230836925090106	0.02075387299796636	0.01998181845390582
GOTERM_MF_DIRECT	GO:0005004~GPI-linked ephrin receptor activity	6	0.24489795918367346	7.264897618363398E-4	P54764, P29320, Q16288, P04629, P54756, Q15375	2205	7	16387	6.370068027210884	0.6841953650697223	0.024004432547342393	0.02311145554841856
GOTERM_MF_DIRECT	GO:0004716~receptor signaling protein tyrosine kinase activity	7	0.2857142857142857	7.596188612052129E-4	P43405, Q06418, P35968, P04626, P07948, P00533, P06213	2205	10	16387	5.202222222222223	0.7003719249342694	0.02458684722186669	0.023672204103272653
GOTERM_MF_DIRECT	GO:0005245~voltage-gated calcium channel activity	14	0.5714285714285714	0.0012219975124943558	Q14831, Q13698, Q8NEC5, Q9P0X4, Q15878, Q9BXT2, Q13936, Q7Z3S7, Q8NHX9, Q01668, Q8TDI8, Q00975, O60840, Q9NY47	2205	39	16387	2.667806267806268	0.8561915667596609	0.038761761096320964	0.03731980403157763
GOTERM_MF_DIRECT	GO:0042813~Wnt-activated receptor activity	10	0.40816326530612246	0.001348867846755786	Q96HF1, O75084, Q13467, Q9H461, Q9NPG1, Q9ULV1, Q9UP38, O00144, Q8N474, Q5T4F7	2205	22	16387	3.378066378066378	0.8824331914034886	0.04121027097417851	0.039677228106917144
GOTERM_MF_DIRECT	GO:0015651~quaternary ammonium group transmembrane transporter activity	5	0.20408163265306123	0.0014569267200549938	O76082, O15244, O75751, Q9H015, O15245	2205	5	16387	7.431746031746032	0.9009737848728147	0.04121027097417851	0.039677228106917144
GOTERM_MF_DIRECT	GO:0015277~kainate selective glutamate receptor activity	5	0.20408163265306123	0.0014569267200549938	Q13003, P39086, Q16478, Q13002, Q16099	2205	5	16387	7.431746031746032	0.9009737848728147	0.04121027097417851	0.039677228106917144
GOTERM_MF_DIRECT	GO:0035004~phosphatidylinositol 3-kinase activity	5	0.20408163265306123	0.0014569267200549938	O00329, P48736, O00443, P42338, P42336	2205	5	16387	7.431746031746032	0.9009737848728147	0.04121027097417851	0.039677228106917144
GOTERM_MF_DIRECT	GO:0015116~sulfate transmembrane transporter activity	7	0.2857142857142857	0.0014810753124389502	Q96RN1, Q8TE54, O43511, Q86WA9, P40879, Q9H2B4, P50443	2205	11	16387	4.729292929292929	0.9047001152041254	0.04121027097417851	0.039677228106917144
GOTERM_MF_DIRECT	GO:0019531~oxalate transmembrane transporter activity	7	0.2857142857142857	0.0014810753124389502	Q96RN1, Q8TE54, O43511, Q86WA9, P40879, Q9H2B4, P50443	2205	11	16387	4.729292929292929	0.9047001152041254	0.04121027097417851	0.039677228106917144
GOTERM_MF_DIRECT	GO:0008271~secondary active sulfate transmembrane transporter activity	7	0.2857142857142857	0.0014810753124389502	Q96RN1, Q8TE54, O43511, Q86WA9, P40879, Q9H2B4, P50443	2205	11	16387	4.729292929292929	0.9047001152041254	0.04121027097417851	0.039677228106917144
GOTERM_MF_DIRECT	GO:0004003~ATP-dependent DNA helicase activity	12	0.4897959183673469	0.0016165538096292122	Q92759, P13010, P54132, Q8NFZ0, P33993, Q14839, Q9Y230, P33991, Q92878, O14647, Q9NZ71, Q08211	2205	31	16387	2.8768049155145925	0.9231522342556364	0.044204385208136736	0.042559959781100117
GOTERM_MF_DIRECT	GO:0019829~cation-transporting ATPase activity	6	0.24489795918367346	0.0017221545781509872	Q4VNC1, Q4VNC0, Q9Y2Q0, P35670, Q04656, Q9H7F0	2205	8	16387	5.5738095238095235	0.9350210402117625	0.04629385018555027	0.04457169560739928
GOTERM_MF_DIRECT	GO:0015106~bicarbonate transmembrane transporter activity	8	0.326530612244898	0.0018866646401460737	Q96RN1, Q8TE54, O43511, Q86WA9, P40879, Q9H2B4, P02730, P50443	2205	15	16387	3.9635978835978842	0.9499671936073338	0.049870835321194545	0.048015615091717576
GOTERM_MF_DIRECT	GO:0015301~anion:anion antiporter activity	10	0.40816326530612246	0.001953966177878602	Q96RN1, Q8TE54, O43511, Q86WA9, P40879, Q9H2B4, Q4U2R8, P02730, Q9BY07, P50443	2205	23	16387	3.231193926846101	0.9550417936724296	0.049983715453475214	0.04812429602613912
GOTERM_MF_DIRECT	GO:0004622~lysophospholipase activity	10	0.40816326530612246	0.001953966177878602	Q9NP80, Q86U10, Q6ZV29, Q6P1J6, Q68DD2, Q99685, Q13822, Q8IY17, Q3MJ16, P0C869	2205	23	16387	3.231193926846101	0.9550417936724296	0.049983715453475214	0.04812429602613912
GOTERM_MF_DIRECT	GO:0005216~ion channel activity	14	0.5714285714285714	0.002046129573238938	Q4G0N8, Q14524, P51793, A8MYU2, Q9Y5S1, O43497, P35498, Q99250, P51788, Q8NET8, Q8NHX9, Q9UQD0, Q9NY46, Q7Z2W7	2205	41	16387	2.537669376693767	0.9611670454729376	0.0515105000501104	0.04959428346564854
GOTERM_MF_DIRECT	GO:0050660~flavin adenine dinucleotide binding	18	0.7346938775510203	0.002221565706516839	Q9UBK8, Q86WU2, P29474, Q9H845, P29475, Q06278, P35228, Q9UHB4, Q8NB78, O00116, Q709F0, Q9NX74, Q8IWF2, Q9NPH5, Q9Y2Z2, P49748, P47989, Q15067	2205	61	16387	2.192974238875878	0.9706165225025732	0.05505317516462042	0.05300516927892521
GOTERM_MF_DIRECT	GO:0016849~phosphorus-oxygen lyase activity	7	0.2857142857142857	0.0026262156115643125	Q08462, P40145, O60503, Q08828, Q8NFM4, P51828, O60266	2205	12	16387	4.335185185185185	0.9845578868590422	0.06407966092216923	0.06169586521321085
GOTERM_MF_DIRECT	GO:0005261~cation channel activity	10	0.40816326530612246	0.0038007259138688903	Q92508, Q14957, Q9P0L9, Q7Z443, Q9Y5S1, Q9UHC3, Q9GZU1, P48995, O60391, Q9HCF6	2205	25	16387	2.9726984126984126	0.9976170968014576	0.09104492885242015	0.08765801157480804
GOTERM_MF_DIRECT	GO:0001594~trace-amine receptor activity	5	0.20408163265306123	0.00390356567589191	Q96RI9, Q969N4, Q96RI8, Q9P1P4, Q9P1P5	2205	6	16387	6.193121693121693	0.9979769930708204	0.09104492885242015	0.08765801157480804
GOTERM_MF_DIRECT	GO:0015193~L-proline transmembrane transporter activity	5	0.20408163265306123	0.00390356567589191	Q6YBV0, Q495N2, Q495M3, Q99884, Q7Z2H8	2205	6	16387	6.193121693121693	0.9979769930708204	0.09104492885242015	0.08765801157480804
GOTERM_MF_DIRECT	GO:0004872~receptor activity	43	1.7551020408163265	0.004217732930905181	Q9UBH6, Q92859, Q9UGP8, O95256, P05106, O75448, P49146, P18084, Q13018, P07949, O43157, O75325, Q8NB66, O75882, P18564, O60449, P35414, Q99788, Q03405, P19801, P16144, Q9NYK1, Q9Y2X0, P22897, O15118, Q9UM47, O15197, P26010, Q9UPW8, Q02153, O00451, Q8NFZ4, P20702, Q7L0J3, Q93074, Q02108, O43909, O14795, P46531, Q9BX79, Q8WU17, P47887, P07204	2205	208	16387	1.536370573870574	0.9987733533240086	0.09398263652677394	0.0904864350418561
GOTERM_MF_DIRECT	GO:0015347~sodium-independent organic anion transmembrane transporter activity	9	0.36734693877551017	0.00421842569224312	Q92959, Q96BD0, A6NK97, Q8N4F4, Q4U2R8, O94956, Q9NSA0, Q6ZQN7, Q9H2Y9	2205	21	16387	3.1850340136054425	0.9987747060271607	0.09398263652677394	0.0904864350418561
GOTERM_MF_DIRECT	GO:0004620~phospholipase activity	7	0.2857142857142857	0.0043258086169322175	Q9Y5X9, P11150, O94830, Q9Y6Y8, Q68DD2, P06858, Q8NEL9	2205	13	16387	4.001709401709402	0.9989673371356308	0.09398263652677394	0.0904864350418561
GOTERM_MF_DIRECT	GO:0030898~actin-dependent ATPase activity	7	0.2857142857142857	0.0043258086169322175	P35580, O94832, Q9HD67, P13533, P35579, P12883, Q7Z406	2205	13	16387	4.001709401709402	0.9989673371356308	0.09398263652677394	0.0904864350418561
GOTERM_MF_DIRECT	GO:0005227~calcium activated cation channel activity	7	0.2857142857142857	0.0043258086169322175	Q8NEC5, Q5XXA6, Q9P1W3, Q9P0L9, Q9NW15, Q9HCF6, Q4KMQ2	2205	13	16387	4.001709401709402	0.9989673371356308	0.09398263652677394	0.0904864350418561
GOTERM_MF_DIRECT	GO:0030506~ankyrin binding	8	0.326530612244898	0.004464663188290053	Q14524, Q01668, P32418, Q01082, Q92823, Q9H254, P02730, P11277	2205	17	16387	3.497292250233427	0.999172258843078	0.0956885921165949	0.09212892822322853
GOTERM_MF_DIRECT	GO:0051015~actin filament binding	29	1.183673469387755	0.004612707246130682	Q13576, Q9Y6U3, P12814, Q9ULL8, P35579, Q7Z406, P35580, P42704, Q9Y4G6, Q92614, P35749, P35609, O95425, O94832, P13535, Q7L576, P13796, P11055, P13797, P11277, O43707, Q9Y6N9, Q9HD67, Q9UBT7, P00533, Q9UM54, P09327, Q9NRD5, P21333	2205	126	16387	1.7104812295288487	0.9993461799998337	0.0975433825648435	0.09391471953122069
GOTERM_MF_DIRECT	GO:0004222~metalloendopeptidase activity	26	1.0612244897959184	0.005301759225789833	Q9UKP5, O75900, Q9H306, Q86V40, Q8TE60, O14672, Q9H324, Q9UKF2, Q9Y3Q7, Q9UKF5, O95450, Q9UKJ8, Q99542, A6NFA1, O60882, Q8WXS8, P09238, Q8TE59, Q8TE56, P39900, O43506, Q9Y6L7, Q9UQC9, Q9BZ11, P08254, Q9ULZ9	2205	110	16387	1.7565945165945167	0.9997819877690716	0.11063934384345625	0.10652350444448781
GOTERM_MF_DIRECT	GO:0004709~MAP kinase kinase kinase activity	9	0.36734693877551017	0.005858173032520609	P04049, P15056, Q6ZN16, Q99683, O95382, Q9NYL2, P00533, P10398, P00540	2205	22	16387	3.0402597402597404	0.9999102411123346	0.12066314843607386	0.11617441845011649
GOTERM_MF_DIRECT	GO:0008331~high voltage-gated calcium channel activity	6	0.24489795918367346	0.006132648557768916	Q13698, Q01668, Q00975, O60840, Q15878, Q13936	2205	10	16387	4.459047619047619	0.9999420730224051	0.1246971873413013	0.12005838907324531
GOTERM_MF_DIRECT	GO:0005328~neurotransmitter:sodium symporter activity	8	0.326530612244898	0.006467981949280602	P48065, Q9UN76, Q99884, P48066, P48029, P23975, P31641, Q9NSD5	2205	18	16387	3.3029982363315695	0.99996608109767	0.12985087812100043	0.12502035995634786
GOTERM_MF_DIRECT	GO:0016702~oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	7	0.2857142857142857	0.006716905751009895	O15460, Q16518, Q7Z4N8, Q9HAY6, Q96SZ5, O75342, Q9BYV7	2205	14	16387	3.715873015873016	0.9999772045860119	0.1315186731000209	0.12662611212089026
GOTERM_MF_DIRECT	GO:0047555~3',5'-cyclic-GMP phosphodiesterase activity	7	0.2857142857142857	0.006716905751009895	P16499, P35913, Q9Y233, Q9HCR9, P51160, Q13370, Q14432	2205	14	16387	3.715873015873016	0.9999772045860119	0.1315186731000209	0.12662611212089026
GOTERM_MF_DIRECT	GO:0016303~1-phosphatidylinositol-3-kinase activity	13	0.5306122448979592	0.007647991906359159	O00459, O00329, O75747, O00750, Q99570, O00443, P21802, P11362, P22607, P48736, P27986, P42338, P42336	2205	42	16387	2.300302343159486	0.9999948490892089	0.14792335565226372	0.14242053220744433
GOTERM_MF_DIRECT	GO:0034618~arginine binding	5	0.20408163265306123	0.008139666894415377	P29474, Q8WTX7, P29475, P35228, A6NHX0	2205	7	16387	5.308390022675737	0.9999976529189587	0.15187660817109164	0.14622672173849743
GOTERM_MF_DIRECT	GO:0008046~axon guidance receptor activity	5	0.20408163265306123	0.008139666894415377	P54753, P29323, P54762, Q9Y6N7, Q15375	2205	7	16387	5.308390022675737	0.9999976529189587	0.15187660817109164	0.14622672173849743
GOTERM_MF_DIRECT	GO:0015220~choline transmembrane transporter activity	5	0.20408163265306123	0.008139666894415377	Q8N4M1, Q8NCS7, O15244, Q8IWA5, Q53GD3	2205	7	16387	5.308390022675737	0.9999976529189587	0.15187660817109164	0.14622672173849743
GOTERM_MF_DIRECT	GO:0043813~phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity	4	0.163265306122449	0.00874104109943378	O15056, Q92562, O43426, Q9Y2I7	2205	4	16387	7.431746031746032	0.9999991030236961	0.15398580485469987	0.14825745524156791
GOTERM_MF_DIRECT	GO:0008349~MAP kinase kinase kinase kinase activity	4	0.163265306122449	0.00874104109943378	Q12851, Q8IVH8, Q92918, Q9Y4K4	2205	4	16387	7.431746031746032	0.9999991030236961	0.15398580485469987	0.14825745524156791
GOTERM_MF_DIRECT	GO:0004971~AMPA glutamate receptor activity	4	0.163265306122449	0.00874104109943378	P48058, P42263, P42262, P42261	2205	4	16387	7.431746031746032	0.9999991030236961	0.15398580485469987	0.14825745524156791
GOTERM_MF_DIRECT	GO:0001642~group III metabotropic glutamate receptor activity	4	0.163265306122449	0.00874104109943378	Q14831, Q14833, O15303, O00222	2205	4	16387	7.431746031746032	0.9999991030236961	0.15398580485469987	0.14825745524156791
GOTERM_MF_DIRECT	GO:0005329~dopamine transmembrane transporter activity	4	0.163265306122449	0.00874104109943378	O15244, O75751, O15245, Q01959	2205	4	16387	7.431746031746032	0.9999991030236961	0.15398580485469987	0.14825745524156791
GOTERM_MF_DIRECT	GO:0003950~NAD+ ADP-ribosyltransferase activity	10	0.40816326530612246	0.008835251098220484	Q9UGN5, Q9H0J9, Q9Y6F1, Q9UKK3, Q460N5, Q8IXQ6, Q9NR21, Q460N3, Q2NL67, P09874	2205	28	16387	2.6541950113378685	0.9999992285378229	0.15398580485469987	0.14825745524156791
GOTERM_MF_DIRECT	GO:0043548~phosphatidylinositol 3-kinase binding	8	0.326530612244898	0.009069640585795388	Q06418, P06239, O60674, P14616, P06241, P27986, P30530, P06213	2205	19	16387	3.1291562238930664	0.9999994698352243	0.15635271705512485	0.15053631711423435
GOTERM_MF_DIRECT	GO:0043560~insulin receptor substrate binding	6	0.24489795918367346	0.010008959595310016	O60674, P14616, P27986, P42338, P42336, P06213	2205	11	16387	4.053679653679653	0.9999998821892344	0.17069042922754502	0.16434065916170315
GOTERM_MF_DIRECT	GO:0030552~cAMP binding	9	0.36734693877551017	0.010531960040478409	Q9Y3Q4, Q9P1Z3, O60741, Q9Y233, Q9HCR9, Q9UL51, Q14432, O95398, Q8WZA2	2205	24	16387	2.7869047619047618	0.9999999490424263	0.17769881515105057	0.17108832959372905
GOTERM_MF_DIRECT	GO:0004004~ATP-dependent RNA helicase activity	17	0.6938775510204082	0.010778018898922579	Q14147, Q9BQ39, Q7Z478, Q9NR30, Q8IY37, Q9NY93, Q7L7V1, Q9H6S0, Q08211, Q9H2U1, P42285, Q7L2E3, Q15477, Q92900, Q9GZR7, Q8NDG6, Q6P158	2205	65	16387	1.9436874236874238	0.9999999656520904	0.17993618919674959	0.1732424721963661
GOTERM_MF_DIRECT	GO:0008237~metallopeptidase activity	19	0.7755102040816326	0.014021291056466725	Q9UKP5, O75900, O14672, Q8TE60, Q9H324, Q8TE59, Q8N6M6, Q9UKF2, Q9Y3Q7, Q9ULA0, O95450, O43506, Q9UKF5, Q9UKJ8, Q6P1X5, Q9BZ11, P08254, Q6P179, Q96SM3	2205	78	16387	1.8102971102971104	0.9999999998121057	0.231643412662044	0.22302616086692384
GOTERM_MF_DIRECT	GO:0051011~microtubule minus-end binding	5	0.20408163265306123	0.014557179210574457	Q96RT7, Q9UGJ1, Q96CW5, Q9BSJ2, Q96RT8	2205	8	16387	4.64484126984127	0.9999999999206681	0.23801738379351636	0.22916301705718758
GOTERM_MF_DIRECT	GO:0000166~nucleotide binding	61	2.489795918367347	0.01494958639049661	P52597, O15042, Q9BTE6, Q9H361, Q9NRG1, Q15020, Q14498, Q9Y4C8, Q96IC2, P0CB38, O15056, P55795, P11217, P31483, Q01085, Q9H6T0, Q96DU9, P19338, Q9H9A7, Q08828, Q9NW13, Q8NFM4, Q9H270, Q9NPH5, Q96T37, Q08462, Q9Y2U8, Q96BT7, P00492, P55884, P28340, P11940, Q12849, Q8IZ69, Q86U06, Q9BZC7, Q6NXG1, Q9GZY0, P40145, O14727, Q96P26, Q9BZC1, Q04656, O60266, Q9UBU9, P31943, Q02153, O43426, Q9H015, Q8NG50, Q9NTZ6, Q9NVV4, Q02108, Q9Y4F3, P35670, P09884, P20020, Q9H6E5, Q13310, Q01814, Q4VXU2	2205	339	16387	1.3372758346209674	0.9999999999578193	0.24193922464620024	0.23293896345192167
GOTERM_MF_DIRECT	GO:0015279~store-operated calcium channel activity	6	0.24489795918367346	0.015282348155249797	Q9Y210, Q9UBN4, Q9UL62, Q13507, P48995, P21754	2205	12	16387	3.7158730158730156	0.9999999999753173	0.24482630479016343	0.23571864275824686
GOTERM_MF_DIRECT	GO:0042626~ATPase activity, coupled to transmembrane movement of substances	12	0.4897959183673469	0.016948545622923642	Q8N139, Q8IZY2, P28288, Q8WWZ7, O95477, Q5T3U5, Q8IUA7, P78363, O14678, Q86UK0, Q9BZC7, Q99758	2205	41	16387	2.175145180023229	0.9999999999983176	0.26880393357956894	0.258804291662044
GOTERM_MF_DIRECT	GO:0015171~amino acid transmembrane transporter activity	13	0.5306122448979592	0.019141077791753995	P48065, Q9UN76, Q8WY07, Q7Z2H8, Q9H598, P31641, P52569, Q8N370, Q8IZM9, Q495M3, A6NNN8, Q9HBR0, Q9H2H9	2205	47	16387	2.0555893279297535	0.9999999999999513	0.29426603106054106	0.2833191862732952
GOTERM_MF_DIRECT	GO:0004806~triglyceride lipase activity	7	0.2857142857142857	0.019384739674276567	P11150, O94830, Q05469, P06858, Q8WTS1, P07098, Q17RR3	2205	17	16387	3.0601307189542486	0.9999999999999671	0.29426603106054106	0.2833191862732952
GOTERM_MF_DIRECT	GO:0004977~melanocortin receptor activity	4	0.163265306122449	0.019667212668611194	P33032, Q01718, P41968, P32245	2205	5	16387	5.945396825396826	0.9999999999999791	0.29426603106054106	0.2833191862732952
GOTERM_MF_DIRECT	GO:0005231~excitatory extracellular ligand-gated ion channel activity	4	0.163265306122449	0.019667212668611194	P48058, P42263, P42262, P42261	2205	5	16387	5.945396825396826	0.9999999999999791	0.29426603106054106	0.2833191862732952
GOTERM_MF_DIRECT	GO:0015248~sterol transporter activity	4	0.163265306122449	0.019667212668611194	P22307, Q9H2C2, O15118, P22059	2205	5	16387	5.945396825396826	0.9999999999999791	0.29426603106054106	0.2833191862732952
GOTERM_MF_DIRECT	GO:0015187~glycine transmembrane transporter activity	4	0.163265306122449	0.019667212668611194	Q495N2, Q495M3, Q7Z2H8, Q9H598	2205	5	16387	5.945396825396826	0.9999999999999791	0.29426603106054106	0.2833191862732952
GOTERM_MF_DIRECT	GO:0008307~structural constituent of muscle	11	0.4489795918367347	0.021197611760451176	Q13203, P52179, P35749, Q08043, Q00872, Q14324, Q14896, P54296, P35609, Q14118, P13535	2205	37	16387	2.2094380094380095	0.9999999999999982	0.3142001145053791	0.3025117117589621
GOTERM_MF_DIRECT	GO:0004435~phosphatidylinositol phospholipase C activity	9	0.36734693877551017	0.022021370134378347	P25101, Q9UPR0, Q86YW0, Q00722, O75038, P19174, Q9P212, P41180, Q15111	2205	27	16387	2.4772486772486775	0.9999999999999996	0.32133007218366333	0.3093764314151664
GOTERM_MF_DIRECT	GO:0004629~phospholipase C activity	6	0.24489795918367346	0.022130185366772286	Q86YW0, Q00722, O75038, P19174, Q9P212, Q15111	2205	13	16387	3.43003663003663	0.9999999999999997	0.32133007218366333	0.3093764314151664
GOTERM_MF_DIRECT	GO:0004197~cysteine-type endopeptidase activity	15	0.6122448979591837	0.022420852059953998	P54578, O75317, P51784, P31944, P55210, Q70CQ1, P53634, Q92995, Q86T82, Q8N474, P42574, Q14674, P45974, Q8WYN0, Q93008	2205	59	16387	1.8894269572235673	0.9999999999999998	0.32133007218366333	0.3093764314151664
GOTERM_MF_DIRECT	GO:0005044~scavenger receptor activity	13	0.5306122448979592	0.022489052971239994	Q9UGM3, P56730, Q96JB6, Q13822, Q96JS3, P58215, Q9Y4K0, Q8IVN8, Q9NR16, Q8WTU2, Q8WWQ8, P98073, P05156	2205	48	16387	2.01276455026455	0.9999999999999998	0.32133007218366333	0.3093764314151664
GOTERM_MF_DIRECT	GO:0005543~phospholipid binding	19	0.7755102040816326	0.022937980545760267	O15020, Q96C24, O75923, Q8TCU6, O95477, Q9BY11, Q9NRY4, Q9HCE7, O95294, Q01082, Q9H254, P11277, Q9UNA1, Q9ULZ2, Q9NZM1, O60890, P23743, Q17R89, Q92633	2205	82	16387	1.7219899341850562	0.9999999999999999	0.3248181887997838	0.31273478833371365
GOTERM_MF_DIRECT	GO:0005005~transmembrane-ephrin receptor activity	5	0.20408163265306123	0.023446015611644347	P54764, P29323, P54762, Q5JZY3, P54756	2205	9	16387	4.128747795414462	1.0	0.3261875505269117	0.3140532091138677
GOTERM_MF_DIRECT	GO:0004383~guanylate cyclase activity	5	0.20408163265306123	0.023446015611644347	Q02108, Q02153, P25092, O75343, P33402	2205	9	16387	4.128747795414462	1.0	0.3261875505269117	0.3140532091138677
GOTERM_MF_DIRECT	GO:0016740~transferase activity	21	0.8571428571428572	0.02365345543512966	O15294, Q9H3H1, Q9H5L6, Q9H2K8, O95427, P48651, Q06203, Q8NCW6, Q96I15, Q8IZN3, Q7L7X3, P11172, P15056, Q96IJ6, Q5VZE5, Q9BVG9, Q9BVK2, P22102, P04053, Q9H6E5, O14735	2205	94	16387	1.6602836879432628	1.0	0.32621200278361423	0.31407675173428684
GOTERM_MF_DIRECT	GO:0043015~gamma-tubulin binding	8	0.326530612244898	0.027243109185957622	Q96RT7, Q9UGJ1, Q8TDC3, Q96CW5, P07948, Q9BSJ2, Q92597, Q96RT8	2205	23	16387	2.5849551414768808	1.0	0.3668742961903252	0.35322638731565353
GOTERM_MF_DIRECT	GO:0004518~nuclease activity	8	0.326530612244898	0.027243109185957622	Q7KZF4, Q9BXU1, Q9Y2M0, Q96NY9, Q2TB18, Q17RS7, Q8IYD8, Q9H0D6	2205	23	16387	2.5849551414768808	1.0	0.3668742961903252	0.35322638731565353
GOTERM_MF_DIRECT	GO:0003887~DNA-directed DNA polymerase activity	9	0.36734693877551017	0.027295817749343233	Q9QC07, O75417, P28340, Q9NP87, P09884, P04053, P49005, Q9UHN1, Q96LW4	2205	28	16387	2.388775510204082	1.0	0.3668742961903252	0.35322638731565353
GOTERM_MF_DIRECT	GO:0008514~organic anion transmembrane transporter activity	6	0.24489795918367346	0.030693118486575067	A1A5C7, Q8WUG5, A6NKX4, Q4U2R8, O94956, Q9NSA0	2205	14	16387	3.185034013605442	1.0	0.40906962957737864	0.3938520330168078
GOTERM_MF_DIRECT	GO:0008536~Ran GTPase binding	9	0.36734693877551017	0.03338437259719826	Q9HAV4, Q96QU8, Q9UIA9, Q92973, Q9H2T7, Q9C0E2, O14787, O00410, O94829	2205	29	16387	2.3064039408866996	1.0	0.44123012449297033	0.4248161412993478
GOTERM_MF_DIRECT	GO:0008508~bile acid:sodium symporter activity	4	0.163265306122449	0.03543085966150769	Q5PT55, Q14973, P09131, Q3KNW5	2205	6	16387	4.954497354497354	1.0	0.4644077968855471	0.4471315925877872
GOTERM_MF_DIRECT	GO:0010181~FMN binding	6	0.24489795918367346	0.041071144483608255	Q9UBK8, P29474, P29475, Q9NYQ3, P35228, Q9UHB4	2205	15	16387	2.9726984126984126	1.0	0.5339248782869073	0.5140626034956541
GOTERM_MF_DIRECT	GO:0005251~delayed rectifier potassium channel activity	10	0.40816326530612246	0.04489494176037893	Q14721, Q9ULS6, Q9NZV8, Q9UK17, Q9UJ96, Q9H3M0, Q9UIX4, Q6PIU1, Q92953, Q8TDN1	2205	36	16387	2.064373897707231	1.0	0.5788892490403331	0.5573542769764115
